,0
5797,0
5798,1
5799,1
5800,1
5801,1
5802,0
5803,1
5804,1
5805,1
5806,1
5807,0
5808,0
5809,1
5810,0
5811,1
5812,1
5813,1
5814,0
5815,1
5816,1
5817,1
5818,0
5819,1
5820,1
5821,1
5822,1
5823,1
5824,1
5825,1
5826,0
5827,0
5828,1
5829,0
5830,1
5831,1
5832,1
5833,0
5834,1
5835,0
5836,1
5837,1
5838,0
5839,0
5840,1
5841,0
5842,0
5843,0
5844,1
5845,1
5846,1
5847,1
5848,1
5849,0
5850,1
5851,0
5852,1
5853,0
5854,0
5855,1
5856,1
5857,1
5858,0
5859,1
5860,0
5861,1
5862,1
5863,1
5864,0
5865,1
5866,0
5867,1
5868,1
5869,0
5870,1
5871,1
5872,1
5873,1
5874,0
5875,0
5876,0
5877,0
5878,0
5879,1
5880,0
5881,1
5882,1
5883,0
5884,0
5885,1
5886,0
5887,1
5888,1
5889,0
5890,0
5891,1
5892,1
5893,1
5894,0
5895,0
5896,0
5897,1
5898,1
5899,1
5900,1
5901,1
5902,0
5903,1
5904,1
5905,0
5906,0
5907,1
5908,1
5909,1
5910,0
5911,1
5912,0
5913,0
5914,0
5915,1
5916,1
5917,1
5918,1
5919,0
5920,0
5921,1
5922,0
5923,1
5924,0
5925,1
5926,0
5927,0
5928,1
5929,1
5930,0
5931,1
5932,0
5933,0
5934,0
5935,1
5936,0
5937,1
5938,1
5939,0
5940,0
5941,0
5942,0
5943,1
5944,0
5945,1
5946,0
5947,0
5948,0
5949,1
5950,1
5951,1
5952,1
5953,0
5954,0
5955,1
5956,0
5957,0
5958,0
5959,0
5960,0
5961,0
5962,0
5963,0
5964,0
5965,1
5966,0
5967,0
5968,1
5969,1
5970,0
5971,1
5972,1
5973,0
5974,1
5975,0
5976,1
5977,1
5978,1
5979,1
5980,0
5981,1
5982,1
5983,0
5984,1
5985,0
5986,0
5987,0
5988,1
5989,1
5990,1
5991,0
5992,0
5993,1
5994,1
5995,0
5996,1
5997,1
5998,0
5999,0
6000,1
6001,0
6002,1
6003,0
6004,1
6005,1
6006,1
6007,0
6008,0
6009,1
6010,0
6011,1
6012,1
6013,0
6014,0
6015,1
6016,1
6017,1
6018,1
6019,1
6020,0
6021,1
6022,1
6023,0
6024,1
6025,1
6026,0
6027,1
6028,1
6029,1
6030,0
6031,0
6032,0
6033,0
6034,1
6035,0
6036,1
6037,0
6038,1
6039,0
6040,0
6041,1
6042,1
6043,0
6044,0
6045,0
6046,0
6047,1
6048,0
6049,1
6050,0
6051,0
6052,1
6053,0
6054,1
6055,1
6056,0
6057,1
6058,1
6059,1
6060,1
6061,1
6062,1
6063,1
6064,1
6065,0
6066,0
6067,1
6068,1
6069,1
6070,0
6071,0
6072,0
6073,0
6074,0
6075,1
6076,1
6077,1
6078,0
6079,0
6080,1
6081,1
6082,0
6083,1
6084,1
6085,1
6086,0
6087,0
6088,1
6089,0
6090,1
6091,0
6092,1
6093,0
6094,1
6095,0
6096,0
6097,1
6098,0
6099,0
6100,1
6101,1
6102,1
6103,1
6104,1
6105,1
6106,1
6107,0
6108,0
6109,1
6110,1
6111,1
6112,0
6113,1
6114,1
6115,1
6116,1
6117,0
6118,0
6119,1
6120,0
6121,0
6122,0
6123,1
6124,1
6125,0
6126,1
6127,1
6128,1
6129,1
6130,1
6131,0
6132,0
6133,1
6134,1
6135,0
6136,1
6137,1
6138,1
6139,1
6140,0
6141,0
6142,1
6143,0
6144,1
6145,0
6146,1
6147,1
6148,0
6149,0
6150,0
6151,1
6152,1
6153,0
6154,1
6155,1
6156,1
6157,1
6158,0
6159,1
6160,1
6161,0
6162,0
6163,1
6164,0
6165,1
6166,1
6167,0
6168,0
6169,1
6170,0
6171,0
6172,1
6173,0
6174,0
6175,0
6176,1
6177,1
6178,0
6179,1
6180,0
6181,1
6182,0
6183,1
6184,1
6185,1
6186,1
6187,0
6188,0
6189,1
6190,0
6191,0
6192,0
6193,0
6194,1
6195,0
6196,1
6197,0
6198,0
6199,0
6200,1
6201,1
6202,1
6203,1
6204,1
6205,0
6206,1
6207,1
6208,1
6209,1
6210,1
6211,1
6212,0
6213,1
6214,1
6215,1
6216,0
6217,0
6218,1
6219,1
6220,0
6221,0
6222,0
6223,1
6224,1
6225,0
6226,1
6227,0
6228,0
6229,0
6230,1
6231,1
6232,1
6233,0
6234,1
6235,0
6236,1
6237,1
6238,1
6239,0
6240,1
6241,0
6242,0
6243,0
6244,1
6245,0
6246,1
6247,0
6248,1
6249,1
6250,1
6251,1
6252,1
6253,1
6254,1
6255,0
6256,0
6257,1
6258,0
6259,0
6260,1
6261,0
6262,0
6263,1
6264,0
6265,1
6266,1
6267,0
6268,1
6269,1
6270,0
6271,1
6272,1
6273,1
6274,1
6275,1
6276,1
6277,0
6278,0
6279,0
6280,0
6281,0
6282,0
6283,0
6284,1
6285,0
6286,0
6287,1
6288,1
6289,1
6290,1
6291,1
6292,1
6293,0
6294,1
6295,1
6296,1
6297,1
6298,1
6299,1
6300,1
6301,1
6302,1
6303,1
6304,1
6305,1
6306,1
6307,0
6308,0
6309,1
6310,0
6311,1
6312,1
6313,0
6314,0
6315,1
6316,0
6317,0
6318,1
6319,1
6320,1
6321,0
6322,1
6323,1
6324,1
6325,0
6326,1
6327,0
6328,0
6329,1
6330,1
6331,0
6332,1
6333,1
6334,0
6335,1
6336,1
6337,1
6338,0
6339,0
6340,0
6341,1
6342,1
6343,0
6344,0
6345,1
6346,1
6347,0
6348,0
6349,1
6350,1
6351,0
6352,0
6353,0
6354,0
6355,0
6356,1
6357,1
6358,0
6359,0
6360,0
6361,1
6362,1
6363,1
6364,1
6365,0
6366,0
6367,1
6368,1
6369,1
6370,1
6371,1
6372,1
6373,0
6374,0
6375,0
6376,1
6377,1
6378,0
6379,0
6380,0
6381,1
6382,0
6383,1
6384,1
6385,1
6386,1
6387,1
6388,0
6389,1
6390,1
6391,1
6392,1
6393,0
6394,0
6395,1
6396,0
6397,1
6398,1
6399,1
6400,1
6401,1
6402,1
6403,1
6404,1
6405,0
6406,0
6407,0
6408,1
6409,1
6410,0
6411,0
6412,0
6413,0
6414,1
6415,1
6416,1
6417,1
6418,0
6419,1
6420,0
6421,1
6422,0
6423,0
6424,0
6425,0
6426,1
6427,0
6428,0
6429,1
6430,0
6431,1
6432,1
6433,0
6434,0
6435,0
6436,1
6437,1
6438,0
6439,1
6440,1
6441,1
6442,0
6443,0
6444,1
6445,1
6446,1
6447,1
6448,0
6449,1
6450,1
6451,0
6452,0
6453,1
6454,0
6455,1
6456,0
6457,0
6458,0
6459,0
6460,1
6461,0
6462,1
6463,1
6464,1
6465,1
6466,0
6467,1
6468,0
6469,1
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
6476,1
6477,0
6478,1
6479,1
6480,0
6481,1
6482,0
6483,1
6484,1
6485,0
6486,0
6487,1
6488,0
6489,0
6490,0
6491,1
6492,1
6493,1
6494,1
6495,1
6496,0
6497,0
6498,0
6499,0
6500,0
6501,1
6502,1
6503,1
6504,1
6505,1
6506,1
6507,0
6508,0
6509,1
6510,0
6511,1
6512,0
6513,0
6514,0
6515,1
6516,0
6517,1
6518,0
6519,0
6520,0
6521,0
6522,0
6523,1
6524,0
6525,0
6526,1
6527,1
6528,0
6529,0
6530,0
6531,1
6532,1
6533,0
6534,0
6535,1
6536,1
6537,0
6538,0
6539,1
6540,1
6541,0
6542,0
6543,1
6544,1
6545,1
6546,0
6547,1
6548,0
6549,0
6550,1
6551,0
6552,0
6553,1
6554,1
6555,1
6556,1
6557,0
6558,1
6559,0
6560,0
6561,0
6562,0
6563,0
6564,0
6565,0
6566,0
6567,0
6568,0
6569,1
6570,0
6571,0
6572,0
6573,0
6574,1
6575,1
6576,1
6577,0
6578,0
6579,0
6580,1
6581,0
6582,0
6583,0
6584,0
6585,1
6586,0
6587,0
6588,1
6589,1
6590,1
6591,1
6592,1
6593,0
6594,1
6595,0
6596,1
6597,1
6598,1
6599,0
6600,1
6601,1
6602,1
6603,0
6604,1
6605,0
6606,1
6607,1
6608,1
6609,0
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,0
6617,1
6618,1
6619,0
6620,0
6621,1
6622,0
6623,1
6624,0
6625,0
6626,1
6627,0
6628,0
6629,1
6630,0
6631,1
6632,1
6633,1
6634,1
6635,1
6636,1
6637,1
6638,0
6639,0
6640,0
6641,1
6642,0
6643,0
6644,1
6645,0
6646,0
6647,1
6648,1
6649,0
6650,0
6651,0
6652,0
6653,0
6654,0
6655,1
6656,1
6657,0
6658,0
6659,0
6660,0
6661,0
6662,0
6663,1
6664,1
6665,0
6666,0
6667,0
6668,1
6669,1
6670,1
6671,0
6672,1
6673,1
6674,0
6675,1
6676,1
6677,1
6678,0
6679,0
6680,0
6681,1
6682,1
6683,1
6684,0
6685,1
6686,0
6687,0
6688,0
6689,0
6690,1
6691,0
6692,0
6693,1
6694,1
6695,0
6696,0
6697,0
6698,0
6699,0
6700,0
6701,1
6702,0
6703,1
6704,1
6705,0
6706,1
6707,0
6708,0
6709,0
6710,1
6711,1
6712,1
6713,1
6714,1
6715,1
6716,1
6717,0
6718,0
6719,0
6720,1
6721,0
6722,1
6723,1
6724,0
6725,0
6726,0
6727,1
6728,1
6729,0
6730,1
6731,1
6732,0
6733,0
6734,0
6735,1
6736,1
6737,1
6738,1
6739,1
6740,0
6741,1
6742,0
6743,0
6744,1
6745,0
6746,1
6747,0
6748,1
6749,0
6750,1
6751,1
6752,1
6753,1
6754,1
6755,0
6756,1
6757,1
6758,1
6759,0
6760,0
6761,0
6762,0
6763,1
6764,0
6765,0
6766,1
6767,1
6768,1
6769,1
6770,1
6771,0
6772,0
6773,1
6774,1
6775,1
6776,1
6777,0
6778,1
6779,0
6780,0
6781,1
6782,0
6783,1
6784,1
6785,1
6786,0
6787,0
6788,0
6789,1
6790,1
6791,1
6792,1
6793,1
6794,1
6795,0
6796,1
6797,0
6798,0
6799,0
6800,1
6801,0
6802,0
6803,0
6804,0
6805,1
6806,0
6807,1
6808,1
6809,1
6810,1
6811,0
6812,1
6813,1
6814,1
6815,0
6816,0
6817,1
6818,1
6819,0
6820,1
6821,0
6822,1
6823,1
6824,1
6825,1
6826,0
6827,0
6828,1
6829,1
6830,0
6831,0
6832,0
6833,0
6834,0
6835,0
6836,1
6837,1
6838,1
6839,1
6840,1
6841,1
6842,0
6843,1
6844,1
6845,1
6846,0
6847,1
6848,1
6849,0
6850,0
6851,0
6852,0
6853,1
6854,0
6855,0
6856,1
6857,0
6858,1
6859,1
6860,1
6861,0
6862,0
6863,0
6864,0
6865,1
6866,1
6867,1
6868,1
6869,1
6870,1
6871,0
6872,0
6873,1
6874,0
6875,0
6876,1
6877,1
6878,0
6879,0
6880,0
6881,0
6882,0
6883,0
6884,0
6885,1
6886,0
6887,0
6888,1
6889,1
6890,0
6891,0
6892,1
6893,1
6894,0
6895,0
6896,1
6897,1
6898,0
6899,1
6900,0
6901,1
6902,0
6903,0
6904,1
6905,1
6906,0
6907,1
6908,1
6909,0
6910,1
6911,1
6912,1
6913,0
6914,1
6915,1
6916,0
6917,0
6918,0
6919,1
6920,0
6921,1
6922,1
6923,0
6924,0
6925,0
6926,1
6927,0
6928,0
6929,1
6930,0
6931,1
6932,1
6933,1
6934,0
6935,1
6936,1
6937,1
6938,0
6939,1
6940,0
6941,0
6942,1
6943,1
6944,1
6945,0
6946,1
6947,1
6948,1
6949,1
6950,1
6951,0
6952,0
6953,1
6954,1
6955,1
6956,0
6957,1
6958,1
6959,1
6960,0
6961,1
6962,1
6963,1
6964,0
6965,0
6966,1
6967,1
6968,0
6969,0
6970,1
6971,0
6972,0
6973,0
6974,1
6975,0
6976,1
6977,1
6978,1
6979,0
6980,0
6981,0
6982,1
6983,1
6984,1
6985,1
6986,1
6987,1
6988,0
6989,0
6990,0
6991,0
6992,1
6993,0
6994,0
6995,0
6996,1
6997,1
6998,1
6999,1
7000,1
7001,1
7002,1
7003,1
7004,0
7005,1
7006,0
7007,0
7008,1
7009,0
7010,1
7011,1
7012,1
7013,0
7014,1
7015,1
7016,0
7017,0
7018,0
7019,1
7020,0
7021,0
7022,1
7023,1
7024,0
7025,1
7026,0
7027,0
7028,1
7029,1
7030,1
7031,0
7032,1
7033,1
7034,0
7035,0
7036,0
7037,0
7038,0
7039,0
7040,1
7041,0
7042,1
7043,1
7044,0
7045,1
7046,1
7047,0
7048,1
7049,0
7050,1
7051,1
7052,0
7053,0
7054,0
7055,0
7056,1
7057,0
7058,0
7059,0
7060,1
7061,0
7062,1
7063,0
7064,0
7065,0
7066,1
7067,1
7068,1
7069,1
7070,1
7071,1
7072,1
7073,1
7074,0
7075,1
7076,1
7077,0
7078,0
7079,0
7080,1
7081,0
7082,1
7083,0
7084,0
7085,0
7086,0
7087,0
7088,1
7089,1
7090,0
7091,1
7092,0
7093,0
7094,0
7095,1
7096,1
7097,0
7098,0
7099,1
7100,0
7101,1
7102,0
7103,0
7104,1
7105,0
7106,0
7107,0
7108,1
7109,1
7110,1
7111,1
7112,0
7113,0
7114,0
7115,0
7116,1
7117,0
7118,1
7119,1
7120,1
7121,0
7122,1
7123,0
7124,1
7125,1
7126,1
7127,0
7128,0
7129,0
7130,1
7131,1
7132,0
7133,0
7134,1
7135,1
7136,0
7137,1
7138,0
7139,1
7140,0
7141,1
7142,0
7143,0
7144,0
7145,1
7146,0
7147,0
7148,0
7149,0
7150,1
7151,1
7152,0
7153,1
7154,0
7155,0
7156,0
7157,1
7158,1
7159,0
7160,1
7161,0
7162,1
7163,0
7164,0
7165,1
7166,0
7167,0
7168,1
7169,0
7170,1
7171,0
7172,1
7173,0
7174,1
7175,0
7176,0
7177,0
7178,0
7179,1
7180,0
7181,1
7182,0
7183,1
7184,0
7185,1
7186,0
7187,0
7188,1
7189,0
7190,0
7191,0
7192,0
7193,0
7194,1
7195,0
7196,0
7197,0
7198,1
7199,1
7200,1
7201,1
7202,1
7203,1
7204,1
7205,1
7206,1
7207,1
7208,0
7209,1
7210,1
7211,0
7212,1
7213,1
7214,0
7215,1
7216,1
7217,1
7218,1
7219,0
7220,0
7221,0
7222,0
7223,1
7224,1
7225,1
7226,1
7227,1
7228,1
7229,0
7230,1
7231,1
7232,0
7233,0
7234,1
7235,1
7236,0
7237,1
7238,1
7239,1
7240,0
7241,1
7242,0
7243,0
7244,0
7245,1
7246,0
7247,1
7248,0
7249,1
7250,0
7251,1
7252,1
7253,1
7254,0
7255,0
7256,0
7257,0
7258,1
7259,1
7260,0
7261,0
7262,0
7263,0
7264,0
7265,1
7266,1
7267,1
7268,0
7269,0
7270,0
7271,1
7272,0
7273,0
7274,0
7275,0
7276,0
7277,1
7278,0
7279,1
7280,1
7281,1
7282,1
7283,1
7284,0
7285,1
7286,0
7287,0
7288,0
7289,0
7290,1
7291,0
7292,1
7293,0
7294,1
7295,1
7296,1
7297,1
7298,0
7299,0
7300,1
7301,0
7302,0
7303,1
7304,1
7305,1
7306,1
7307,1
7308,1
7309,1
7310,1
7311,0
7312,1
7313,1
7314,0
7315,0
7316,1
7317,0
7318,0
7319,1
7320,1
7321,0
7322,1
7323,1
7324,0
7325,1
7326,0
7327,1
7328,1
7329,0
7330,0
7331,1
7332,1
7333,1
7334,0
7335,1
7336,1
7337,0
7338,1
7339,0
7340,1
7341,1
7342,1
7343,0
7344,0
7345,0
7346,0
7347,1
7348,0
7349,0
7350,0
7351,1
7352,0
7353,1
7354,0
7355,0
7356,1
7357,1
7358,0
7359,1
7360,1
7361,1
7362,1
7363,0
7364,0
7365,1
7366,0
7367,1
7368,0
7369,0
7370,1
7371,1
7372,0
7373,0
7374,0
7375,1
7376,0
7377,0
7378,0
7379,1
7380,0
7381,0
7382,0
7383,0
7384,0
7385,1
7386,0
7387,1
7388,1
7389,0
7390,0
7391,1
7392,0
7393,1
7394,1
7395,0
7396,1
7397,0
7398,0
7399,1
7400,1
7401,1
7402,0
7403,1
7404,0
7405,1
7406,0
7407,0
7408,1
7409,1
7410,1
7411,1
7412,0
7413,1
7414,1
7415,1
7416,1
7417,0
7418,1
7419,1
7420,1
7421,0
7422,1
7423,0
7424,1
7425,0
7426,1
7427,0
7428,1
7429,0
7430,1
7431,1
7432,1
7433,1
7434,1
7435,1
7436,1
7437,1
7438,0
7439,0
7440,0
7441,1
7442,1
7443,1
7444,1
7445,1
7446,0
7447,1
7448,1
7449,1
7450,1
7451,1
7452,0
7453,1
7454,1
7455,0
7456,0
7457,0
7458,1
7459,0
7460,1
7461,0
7462,0
7463,1
7464,0
7465,1
7466,1
7467,0
7468,0
7469,1
7470,0
7471,1
7472,0
7473,0
7474,1
7475,0
7476,1
7477,1
7478,0
7479,1
7480,0
7481,1
7482,0
7483,1
7484,0
7485,1
7486,1
7487,1
7488,1
7489,0
7490,1
7491,1
7492,1
7493,0
7494,1
7495,0
7496,0
7497,1
7498,1
7499,1
7500,1
7501,1
7502,0
7503,0
7504,0
7505,0
7506,1
7507,0
7508,0
7509,0
7510,0
7511,1
7512,0
7513,0
7514,0
7515,1
7516,1
7517,0
7518,1
7519,0
7520,1
7521,0
7522,0
7523,1
7524,0
7525,0
7526,0
7527,1
7528,0
7529,1
7530,0
7531,0
7532,1
7533,0
7534,0
7535,1
7536,1
7537,0
7538,1
7539,1
7540,0
7541,0
7542,1
7543,1
7544,0
7545,0
7546,0
7547,1
7548,0
7549,1
7550,0
7551,1
7552,0
7553,1
7554,1
7555,0
7556,1
7557,0
7558,1
7559,0
7560,0
7561,1
7562,1
7563,0
7564,0
7565,1
7566,1
7567,1
7568,1
7569,0
7570,1
7571,1
7572,1
7573,0
7574,1
7575,1
7576,0
7577,0
7578,0
7579,0
7580,1
7581,0
7582,1
7583,1
7584,1
7585,1
7586,1
7587,0
7588,0
7589,0
7590,0
7591,1
7592,0
7593,0
7594,1
7595,1
7596,0
7597,0
7598,0
7599,1
7600,1
7601,0
7602,1
7603,1
7604,0
7605,0
7606,0
7607,0
7608,1
7609,1
7610,1
7611,1
7612,1
7613,1
7614,0
7615,1
7616,1
7617,1
7618,0
7619,1
7620,0
7621,1
7622,0
7623,0
7624,1
7625,0
7626,0
7627,0
7628,1
7629,0
7630,0
7631,0
7632,0
7633,1
7634,0
7635,0
7636,0
7637,1
7638,1
7639,1
7640,1
7641,0
7642,0
7643,0
7644,1
7645,0
7646,0
7647,1
7648,1
7649,1
7650,0
7651,0
7652,1
7653,0
7654,0
7655,1
7656,0
7657,0
7658,0
7659,1
7660,0
7661,1
7662,0
7663,1
7664,1
7665,0
7666,0
7667,0
7668,0
7669,1
7670,0
7671,0
7672,1
7673,1
7674,0
7675,1
7676,1
7677,0
7678,0
7679,0
7680,0
7681,1
7682,0
7683,0
7684,0
7685,1
7686,1
7687,1
7688,1
7689,1
7690,0
7691,1
7692,1
7693,1
7694,0
7695,1
7696,1
7697,0
7698,1
7699,0
7700,0
7701,0
7702,0
7703,1
7704,1
7705,1
7706,0
7707,1
7708,1
7709,1
7710,1
7711,1
7712,0
7713,0
7714,1
7715,1
7716,1
7717,1
7718,0
7719,1
7720,1
7721,0
7722,1
7723,0
7724,1
7725,0
7726,1
7727,1
7728,0
7729,1
7730,0
7731,1
7732,0
7733,1
7734,1
7735,0
7736,0
7737,0
7738,1
7739,1
7740,1
7741,1
7742,0
7743,1
7744,0
7745,0
7746,0
7747,0
7748,0
7749,1
7750,1
7751,0
7752,1
7753,0
7754,1
7755,1
7756,0
7757,0
7758,0
7759,0
7760,0
7761,1
7762,1
7763,1
7764,1
7765,1
7766,1
7767,1
7768,1
7769,1
7770,1
7771,0
7772,1
7773,1
7774,0
7775,1
7776,1
7777,1
7778,1
7779,0
7780,1
7781,0
7782,0
7783,0
7784,1
7785,0
7786,0
7787,0
7788,1
7789,0
7790,1
7791,0
7792,0
7793,0
7794,1
7795,1
7796,1
7797,1
7798,0
7799,1
7800,1
7801,0
7802,0
7803,1
7804,1
7805,1
7806,1
7807,0
7808,1
7809,0
7810,0
7811,0
7812,1
7813,0
7814,1
7815,1
7816,1
7817,1
7818,1
7819,0
7820,1
7821,0
7822,0
7823,1
7824,1
7825,1
7826,1
7827,0
7828,0
7829,1
7830,0
7831,0
7832,1
7833,0
7834,0
7835,1
7836,1
7837,1
7838,1
7839,1
7840,1
7841,1
7842,1
7843,0
7844,0
7845,0
7846,0
7847,1
7848,1
7849,1
7850,0
7851,1
7852,0
7853,0
7854,1
7855,0
7856,0
7857,0
7858,1
7859,1
7860,0
7861,1
7862,0
7863,1
7864,0
7865,0
7866,0
7867,1
7868,1
7869,0
7870,0
7871,1
7872,0
7873,0
7874,0
7875,1
7876,0
7877,1
7878,1
7879,0
7880,0
7881,1
7882,1
7883,1
7884,1
7885,1
7886,1
7887,1
7888,0
7889,0
7890,0
7891,1
7892,1
7893,0
7894,0
7895,1
7896,0
7897,0
7898,0
7899,0
7900,1
7901,1
7902,0
7903,0
7904,0
7905,1
7906,1
7907,0
7908,0
7909,1
7910,1
7911,1
7912,1
7913,0
7914,0
7915,0
7916,0
7917,0
7918,1
7919,0
7920,1
7921,1
7922,1
7923,1
7924,0
7925,0
7926,0
7927,0
7928,0
7929,1
7930,1
7931,0
7932,1
7933,0
7934,1
7935,1
7936,0
7937,0
7938,1
7939,1
7940,0
7941,0
7942,0
7943,1
7944,1
7945,0
7946,0
7947,1
7948,0
7949,1
7950,1
7951,1
7952,0
7953,0
7954,0
7955,1
7956,1
7957,0
7958,1
7959,1
7960,1
7961,0
7962,1
7963,0
7964,1
7965,1
7966,0
7967,0
7968,0
7969,1
7970,0
7971,1
7972,0
7973,1
7974,1
7975,0
7976,1
7977,1
7978,1
7979,0
7980,1
7981,0
7982,0
7983,0
7984,0
7985,0
7986,1
7987,1
7988,0
7989,0
7990,0
7991,1
7992,1
7993,0
7994,1
7995,0
7996,0
7997,1
7998,1
7999,1
8000,0
8001,0
8002,1
8003,0
8004,1
8005,1
8006,0
8007,0
8008,0
8009,1
8010,0
8011,0
8012,0
8013,0
8014,1
8015,1
8016,0
8017,0
8018,0
8019,0
8020,1
8021,1
8022,0
8023,1
8024,0
8025,1
8026,1
8027,0
8028,0
8029,0
8030,0
8031,1
8032,0
8033,0
8034,0
8035,1
8036,1
8037,1
8038,1
8039,1
8040,1
8041,1
8042,0
8043,0
8044,1
8045,0
8046,0
8047,0
8048,1
8049,1
8050,1
8051,0
8052,0
8053,1
8054,0
8055,0
8056,1
8057,0
8058,0
8059,0
8060,1
8061,1
8062,1
8063,1
8064,1
8065,1
8066,1
8067,0
8068,0
8069,1
8070,0
8071,0
8072,1
8073,0
8074,1
8075,0
8076,0
8077,0
8078,1
8079,0
8080,1
8081,1
8082,0
8083,0
8084,1
8085,1
8086,1
8087,1
8088,1
8089,1
8090,1
8091,1
8092,0
8093,0
8094,0
8095,1
8096,0
8097,1
8098,1
8099,0
8100,0
8101,1
8102,1
8103,1
8104,0
8105,0
8106,0
8107,0
8108,0
8109,1
8110,0
8111,1
8112,1
8113,0
8114,1
8115,0
8116,0
8117,0
8118,1
8119,1
8120,0
8121,0
8122,0
8123,1
8124,0
8125,1
8126,1
8127,1
8128,1
8129,0
8130,1
8131,0
8132,0
8133,1
8134,0
8135,1
8136,0
8137,1
8138,0
8139,0
8140,0
8141,1
8142,1
8143,1
8144,1
8145,1
8146,0
8147,1
8148,1
8149,1
8150,0
8151,1
8152,1
8153,0
8154,1
8155,1
8156,0
8157,0
8158,0
8159,0
8160,0
8161,1
8162,0
8163,0
8164,1
8165,0
8166,0
8167,1
8168,1
8169,1
8170,1
8171,0
8172,1
8173,0
8174,0
8175,1
8176,1
8177,0
8178,0
8179,0
8180,0
8181,0
8182,0
8183,1
8184,1
8185,0
8186,0
8187,0
8188,1
8189,0
8190,1
8191,0
8192,1
8193,1
8194,1
8195,0
8196,1
8197,0
8198,0
8199,1
8200,1
8201,1
8202,0
8203,0
8204,0
8205,1
8206,0
8207,0
8208,1
8209,0
8210,1
8211,1
8212,1
8213,0
8214,1
8215,1
8216,0
8217,1
8218,0
8219,1
8220,0
8221,1
8222,0
8223,1
8224,0
8225,1
8226,0
8227,0
8228,1
8229,1
8230,0
8231,0
8232,0
8233,1
8234,0
8235,1
8236,0
8237,0
8238,0
8239,0
8240,0
8241,1
8242,0
8243,1
8244,0
8245,0
8246,0
8247,1
8248,0
8249,0
8250,1
8251,1
8252,1
8253,1
8254,1
8255,0
8256,0
8257,1
8258,1
8259,0
8260,1
8261,0
8262,1
8263,0
8264,1
8265,1
8266,1
8267,0
8268,1
8269,1
8270,1
8271,0
8272,0
8273,0
8274,1
8275,1
8276,0
8277,1
8278,0
8279,1
8280,0
8281,0
8282,0
8283,0
8284,1
8285,1
8286,1
8287,0
8288,1
8289,1
8290,0
8291,0
8292,1
8293,0
8294,0
8295,0
8296,1
8297,0
8298,1
8299,1
8300,1
8301,1
8302,0
8303,0
8304,1
8305,0
8306,0
8307,0
8308,0
8309,0
8310,1
8311,1
8312,0
8313,0
8314,1
8315,1
8316,0
8317,1
8318,1
8319,0
8320,0
8321,1
8322,1
8323,0
8324,1
8325,1
8326,0
8327,1
8328,1
8329,1
8330,0
8331,1
8332,1
8333,0
8334,0
8335,1
8336,0
8337,0
8338,1
8339,1
8340,1
8341,0
8342,0
8343,0
8344,0
8345,0
8346,1
8347,0
8348,0
8349,1
8350,0
8351,1
8352,1
8353,0
8354,0
8355,0
8356,1
8357,1
8358,1
8359,1
8360,1
8361,0
8362,0
8363,1
8364,1
8365,0
8366,1
8367,1
8368,1
8369,1
8370,1
8371,1
8372,1
8373,0
8374,1
8375,1
8376,0
8377,0
8378,1
8379,0
8380,0
8381,1
8382,0
8383,1
8384,1
8385,0
8386,0
8387,1
8388,1
8389,0
8390,1
8391,1
8392,0
8393,1
8394,0
8395,1
8396,0
8397,0
8398,0
8399,1
8400,1
8401,1
8402,1
8403,1
8404,0
8405,1
8406,1
8407,0
8408,1
8409,1
8410,1
8411,0
8412,1
8413,1
8414,0
8415,0
8416,0
8417,1
8418,0
8419,0
8420,0
8421,1
8422,0
8423,1
8424,0
8425,0
8426,1
8427,0
8428,1
8429,1
8430,0
8431,0
8432,0
8433,0
8434,1
8435,1
8436,1
8437,1
8438,1
8439,1
8440,1
8441,0
8442,1
8443,0
8444,0
8445,0
8446,0
8447,1
8448,0
8449,0
8450,1
8451,1
8452,1
8453,0
8454,0
8455,1
8456,1
8457,0
8458,0
8459,1
8460,0
8461,1
8462,1
8463,1
8464,0
8465,1
8466,0
8467,1
8468,1
8469,1
8470,1
8471,0
8472,0
8473,1
8474,1
8475,0
8476,0
8477,1
8478,1
8479,1
8480,0
8481,1
8482,0
8483,0
8484,0
8485,1
8486,1
8487,1
8488,0
8489,0
8490,0
8491,0
8492,1
8493,1
8494,0
8495,1
8496,1
8497,1
8498,1
8499,0
8500,1
8501,1
8502,0
8503,1
8504,1
8505,1
8506,0
8507,0
8508,1
8509,1
8510,0
8511,1
8512,0
8513,0
8514,0
8515,1
8516,1
8517,0
8518,0
8519,1
8520,0
8521,1
8522,0
8523,0
8524,0
8525,0
8526,0
8527,0
8528,0
8529,0
8530,1
8531,0
8532,0
8533,0
8534,0
8535,1
8536,1
8537,1
8538,0
8539,0
8540,1
8541,1
8542,1
8543,1
8544,0
8545,0
8546,0
8547,1
8548,1
8549,1
8550,0
8551,1
8552,0
8553,0
8554,1
8555,0
8556,0
8557,0
8558,1
8559,0
8560,1
8561,1
8562,0
8563,0
8564,1
8565,0
8566,0
8567,0
8568,0
8569,0
8570,0
8571,1
8572,1
8573,0
8574,1
8575,1
8576,1
8577,0
8578,1
8579,1
8580,1
8581,0
8582,0
8583,0
8584,0
8585,0
8586,0
8587,1
8588,0
8589,1
8590,1
8591,0
8592,0
8593,1
8594,0
8595,0
