,0
5797,0
5798,1
5799,0
5800,0
5801,0
5802,1
5803,1
5804,1
5805,1
5806,1
5807,1
5808,0
5809,1
5810,0
5811,1
5812,0
5813,1
5814,1
5815,0
5816,0
5817,0
5818,1
5819,1
5820,1
5821,1
5822,1
5823,0
5824,0
5825,0
5826,0
5827,0
5828,1
5829,1
5830,0
5831,1
5832,1
5833,0
5834,0
5835,0
5836,1
5837,1
5838,1
5839,1
5840,0
5841,1
5842,1
5843,0
5844,1
5845,0
5846,0
5847,1
5848,1
5849,0
5850,1
5851,0
5852,0
5853,0
5854,1
5855,0
5856,0
5857,1
5858,1
5859,1
5860,1
5861,1
5862,0
5863,1
5864,0
5865,0
5866,1
5867,1
5868,1
5869,0
5870,1
5871,1
5872,0
5873,1
5874,1
5875,0
5876,0
5877,0
5878,1
5879,0
5880,1
5881,0
5882,1
5883,1
5884,0
5885,1
5886,1
5887,1
5888,1
5889,1
5890,0
5891,1
5892,1
5893,1
5894,0
5895,0
5896,1
5897,1
5898,0
5899,0
5900,1
5901,1
5902,1
5903,1
5904,0
5905,1
5906,1
5907,1
5908,0
5909,0
5910,0
5911,1
5912,1
5913,0
5914,1
5915,0
5916,1
5917,0
5918,1
5919,1
5920,0
5921,0
5922,1
5923,0
5924,0
5925,0
5926,1
5927,0
5928,1
5929,1
5930,1
5931,1
5932,1
5933,0
5934,0
5935,0
5936,1
5937,1
5938,1
5939,0
5940,1
5941,0
5942,0
5943,1
5944,0
5945,1
5946,0
5947,0
5948,0
5949,1
5950,1
5951,0
5952,0
5953,1
5954,1
5955,1
5956,0
5957,1
5958,1
5959,1
5960,0
5961,1
5962,0
5963,1
5964,0
5965,0
5966,1
5967,0
5968,0
5969,1
5970,0
5971,1
5972,1
5973,1
5974,1
5975,0
5976,0
5977,1
5978,1
5979,1
5980,0
5981,1
5982,1
5983,0
5984,0
5985,0
5986,0
5987,1
5988,0
5989,0
5990,1
5991,1
5992,1
5993,1
5994,0
5995,0
5996,0
5997,0
5998,1
5999,0
6000,0
6001,0
6002,1
6003,0
6004,1
6005,1
6006,0
6007,0
6008,0
6009,1
6010,1
6011,0
6012,0
6013,1
6014,1
6015,0
6016,1
6017,0
6018,0
6019,0
6020,1
6021,0
6022,0
6023,0
6024,1
6025,1
6026,1
6027,1
6028,0
6029,1
6030,0
6031,1
6032,0
6033,0
6034,1
6035,1
6036,0
6037,1
6038,0
6039,0
6040,0
6041,0
6042,0
6043,1
6044,1
6045,0
6046,1
6047,1
6048,1
6049,1
6050,1
6051,1
6052,0
6053,1
6054,1
6055,1
6056,1
6057,1
6058,1
6059,1
6060,0
6061,0
6062,0
6063,1
6064,0
6065,0
6066,0
6067,1
6068,0
6069,0
6070,1
6071,1
6072,0
6073,1
6074,0
6075,1
6076,1
6077,1
6078,0
6079,1
6080,0
6081,0
6082,0
6083,1
6084,1
6085,1
6086,1
6087,0
6088,1
6089,1
6090,1
6091,0
6092,1
6093,1
6094,1
6095,0
6096,0
6097,1
6098,1
6099,1
6100,0
6101,1
6102,1
6103,0
6104,1
6105,1
6106,1
6107,0
6108,0
6109,1
6110,0
6111,1
6112,1
6113,0
6114,1
6115,1
6116,0
6117,1
6118,0
6119,0
6120,1
6121,0
6122,1
6123,0
6124,1
6125,0
6126,0
6127,1
6128,0
6129,1
6130,1
6131,0
6132,0
6133,0
6134,1
6135,0
6136,1
6137,0
6138,1
6139,0
6140,1
6141,1
6142,1
6143,0
6144,0
6145,0
6146,0
6147,0
6148,1
6149,1
6150,0
6151,1
6152,1
6153,0
6154,1
6155,0
6156,0
6157,0
6158,1
6159,0
6160,1
6161,0
6162,0
6163,1
6164,0
6165,0
6166,1
6167,1
6168,1
6169,1
6170,1
6171,1
6172,1
6173,1
6174,1
6175,1
6176,0
6177,0
6178,1
6179,1
6180,0
6181,1
6182,1
6183,0
6184,1
6185,0
6186,0
6187,1
6188,0
6189,1
6190,1
6191,0
6192,1
6193,0
6194,0
6195,0
6196,1
6197,0
6198,1
6199,0
6200,1
6201,1
6202,1
6203,1
6204,1
6205,0
6206,1
6207,1
6208,1
6209,1
6210,0
6211,1
6212,1
6213,0
6214,1
6215,1
6216,0
6217,0
6218,1
6219,1
6220,1
6221,1
6222,1
6223,1
6224,1
6225,1
6226,1
6227,1
6228,1
6229,1
6230,0
6231,1
6232,1
6233,0
6234,1
6235,0
6236,1
6237,0
6238,1
6239,1
6240,1
6241,0
6242,1
6243,0
6244,0
6245,0
6246,0
6247,0
6248,0
6249,0
6250,0
6251,1
6252,1
6253,1
6254,0
6255,0
6256,0
6257,1
6258,0
6259,1
6260,1
6261,0
6262,0
6263,0
6264,1
6265,1
6266,1
6267,0
6268,0
6269,1
6270,1
6271,0
6272,1
6273,1
6274,0
6275,1
6276,1
6277,0
6278,1
6279,0
6280,1
6281,0
6282,1
6283,1
6284,1
6285,0
6286,0
6287,1
6288,0
6289,0
6290,1
6291,0
6292,0
6293,1
6294,1
6295,1
6296,1
6297,0
6298,0
6299,1
6300,0
6301,1
6302,1
6303,0
6304,1
6305,1
6306,1
6307,1
6308,1
6309,1
6310,1
6311,0
6312,0
6313,1
6314,0
6315,1
6316,1
6317,1
6318,1
6319,1
6320,1
6321,0
6322,0
6323,1
6324,0
6325,0
6326,1
6327,1
6328,1
6329,0
6330,1
6331,1
6332,0
6333,0
6334,0
6335,1
6336,0
6337,0
6338,0
6339,1
6340,1
6341,0
6342,0
6343,1
6344,1
6345,1
6346,0
6347,1
6348,1
6349,0
6350,1
6351,0
6352,1
6353,0
6354,0
6355,0
6356,0
6357,0
6358,1
6359,1
6360,0
6361,1
6362,0
6363,1
6364,1
6365,1
6366,1
6367,1
6368,1
6369,0
6370,0
6371,1
6372,1
6373,0
6374,0
6375,0
6376,1
6377,0
6378,1
6379,0
6380,1
6381,1
6382,1
6383,0
6384,1
6385,1
6386,0
6387,0
6388,0
6389,1
6390,1
6391,1
6392,1
6393,1
6394,0
6395,1
6396,0
6397,0
6398,0
6399,0
6400,0
6401,1
6402,0
6403,0
6404,0
6405,0
6406,1
6407,0
6408,0
6409,1
6410,0
6411,1
6412,1
6413,0
6414,1
6415,0
6416,0
6417,0
6418,0
6419,1
6420,1
6421,0
6422,1
6423,0
6424,0
6425,1
6426,1
6427,1
6428,1
6429,0
6430,1
6431,1
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,0
6439,0
6440,1
6441,1
6442,1
6443,1
6444,0
6445,0
6446,1
6447,0
6448,0
6449,1
6450,1
6451,0
6452,1
6453,0
6454,1
6455,0
6456,1
6457,1
6458,1
6459,1
6460,0
6461,1
6462,0
6463,1
6464,0
6465,1
6466,1
6467,1
6468,1
6469,1
6470,0
6471,0
6472,1
6473,1
6474,0
6475,0
6476,0
6477,1
6478,1
6479,0
6480,0
6481,1
6482,0
6483,1
6484,0
6485,0
6486,1
6487,0
6488,0
6489,1
6490,1
6491,0
6492,0
6493,1
6494,0
6495,1
6496,1
6497,0
6498,1
6499,0
6500,0
6501,0
6502,1
6503,0
6504,1
6505,1
6506,1
6507,0
6508,1
6509,1
6510,1
6511,1
6512,0
6513,0
6514,0
6515,0
6516,0
6517,0
6518,1
6519,1
6520,1
6521,0
6522,1
6523,0
6524,1
6525,1
6526,0
6527,0
6528,1
6529,1
6530,0
6531,1
6532,1
6533,0
6534,1
6535,0
6536,0
6537,0
6538,0
6539,0
6540,0
6541,0
6542,1
6543,1
6544,0
6545,0
6546,1
6547,0
6548,1
6549,1
6550,0
6551,1
6552,0
6553,1
6554,1
6555,1
6556,1
6557,0
6558,0
6559,1
6560,0
6561,1
6562,1
6563,1
6564,1
6565,1
6566,1
6567,0
6568,1
6569,1
6570,1
6571,1
6572,1
6573,1
6574,0
6575,0
6576,1
6577,1
6578,0
6579,0
6580,0
6581,1
6582,1
6583,1
6584,0
6585,1
6586,1
6587,1
6588,0
6589,1
6590,0
6591,1
6592,0
6593,1
6594,1
6595,0
6596,0
6597,1
6598,0
6599,1
6600,0
6601,0
6602,1
6603,1
6604,1
6605,0
6606,1
6607,0
6608,1
6609,0
6610,0
6611,0
6612,0
6613,0
6614,1
6615,1
6616,0
6617,0
6618,0
6619,1
6620,0
6621,0
6622,0
6623,0
6624,0
6625,1
6626,0
6627,1
6628,1
6629,0
6630,1
6631,0
6632,0
6633,0
6634,0
6635,1
6636,1
6637,0
6638,1
6639,0
6640,0
6641,0
6642,1
6643,0
6644,0
6645,0
6646,1
6647,1
6648,1
6649,1
6650,1
6651,1
6652,0
6653,1
6654,1
6655,0
6656,1
6657,1
6658,1
6659,0
6660,0
6661,1
6662,0
6663,1
6664,1
6665,0
6666,0
6667,1
6668,0
6669,1
6670,0
6671,1
6672,1
6673,1
6674,1
6675,0
6676,0
6677,1
6678,0
6679,1
6680,1
6681,1
6682,1
6683,0
6684,0
6685,1
6686,0
6687,1
6688,0
6689,0
6690,0
6691,1
6692,1
6693,1
6694,1
6695,1
6696,0
6697,1
6698,1
6699,0
6700,1
6701,1
6702,1
6703,0
6704,0
6705,1
6706,0
6707,0
6708,1
6709,1
6710,0
6711,1
6712,1
6713,0
6714,0
6715,0
6716,1
6717,0
6718,1
6719,0
6720,0
6721,0
6722,0
6723,1
6724,0
6725,1
6726,1
6727,1
6728,1
6729,1
6730,1
6731,1
6732,0
6733,1
6734,1
6735,0
6736,1
6737,1
6738,0
6739,1
6740,1
6741,0
6742,1
6743,0
6744,0
6745,1
6746,1
6747,1
6748,1
6749,1
6750,1
6751,1
6752,0
6753,1
6754,0
6755,1
6756,1
6757,1
6758,0
6759,1
6760,0
6761,0
6762,0
6763,0
6764,0
6765,1
6766,0
6767,0
6768,0
6769,0
6770,0
6771,1
6772,0
6773,0
6774,0
6775,0
6776,0
6777,1
6778,1
6779,0
6780,1
6781,0
6782,1
6783,1
6784,0
6785,0
6786,0
6787,1
6788,1
6789,1
6790,0
6791,1
6792,1
6793,0
6794,0
6795,1
6796,1
6797,0
6798,1
6799,0
6800,0
6801,1
6802,1
6803,0
6804,0
6805,1
6806,1
6807,0
6808,1
6809,1
6810,0
6811,1
6812,1
6813,1
6814,0
6815,0
6816,1
6817,0
6818,1
6819,1
6820,1
6821,1
6822,1
6823,1
6824,0
6825,0
6826,1
6827,0
6828,1
6829,1
6830,0
6831,1
6832,1
6833,1
6834,0
6835,0
6836,0
6837,0
6838,1
6839,1
6840,0
6841,1
6842,1
6843,0
6844,1
6845,1
6846,0
6847,0
6848,1
6849,0
6850,1
6851,1
6852,1
6853,0
6854,1
6855,1
6856,0
6857,0
6858,1
6859,0
6860,1
6861,1
6862,0
6863,0
6864,1
6865,1
6866,1
6867,1
6868,0
6869,1
6870,0
6871,1
6872,1
6873,1
6874,0
6875,1
6876,1
6877,0
6878,1
6879,1
6880,0
6881,1
6882,0
6883,1
6884,0
6885,1
6886,1
6887,1
6888,1
6889,0
6890,1
6891,1
6892,1
6893,0
6894,0
6895,1
6896,1
6897,1
6898,0
6899,0
6900,0
6901,0
6902,0
6903,0
6904,0
6905,1
6906,0
6907,0
6908,0
6909,0
6910,1
6911,1
6912,1
6913,0
6914,1
6915,0
6916,0
6917,1
6918,1
6919,0
6920,0
6921,1
6922,1
6923,0
6924,0
6925,0
6926,1
6927,0
6928,1
6929,0
6930,0
6931,0
6932,0
6933,0
6934,1
6935,1
6936,0
6937,1
6938,1
6939,1
6940,0
6941,0
6942,1
6943,1
6944,1
6945,1
6946,1
6947,1
6948,0
6949,1
6950,0
6951,0
6952,0
6953,0
6954,1
6955,1
6956,0
6957,0
6958,0
6959,1
6960,1
6961,0
6962,0
6963,0
6964,1
6965,1
6966,1
6967,1
6968,1
6969,1
6970,1
6971,0
6972,0
6973,1
6974,1
6975,0
6976,1
6977,0
6978,0
6979,1
6980,1
6981,1
6982,1
6983,0
6984,1
6985,0
6986,0
6987,1
6988,0
6989,1
6990,0
6991,0
6992,1
6993,1
6994,1
6995,1
6996,0
6997,0
6998,1
6999,0
7000,1
7001,0
7002,0
7003,0
7004,1
7005,1
7006,0
7007,1
7008,1
7009,1
7010,0
7011,0
7012,1
7013,0
7014,1
7015,0
7016,0
7017,1
7018,0
7019,0
7020,1
7021,0
7022,1
7023,1
7024,0
7025,0
7026,1
7027,1
7028,0
7029,1
7030,1
7031,1
7032,1
7033,0
7034,0
7035,0
7036,1
7037,1
7038,1
7039,0
7040,1
7041,0
7042,0
7043,0
7044,1
7045,0
7046,0
7047,0
7048,1
7049,1
7050,1
7051,1
7052,0
7053,1
7054,1
7055,1
7056,0
7057,0
7058,0
7059,0
7060,1
7061,1
7062,0
7063,0
7064,1
7065,0
7066,1
7067,1
7068,1
7069,0
7070,1
7071,0
7072,0
7073,1
7074,0
7075,0
7076,1
7077,0
7078,1
7079,0
7080,0
7081,1
7082,0
7083,1
7084,1
7085,0
7086,1
7087,1
7088,0
7089,1
7090,1
7091,1
7092,0
7093,1
7094,0
7095,0
7096,0
7097,1
7098,0
7099,0
7100,1
7101,1
7102,0
7103,1
7104,1
7105,0
7106,0
7107,0
7108,0
7109,1
7110,0
7111,0
7112,0
7113,1
7114,0
7115,1
7116,0
7117,0
7118,1
7119,1
7120,1
7121,0
7122,1
7123,0
7124,0
7125,1
7126,1
7127,0
7128,1
7129,1
7130,0
7131,0
7132,0
7133,1
7134,1
7135,1
7136,0
7137,1
7138,1
7139,0
7140,0
7141,1
7142,1
7143,0
7144,0
7145,0
7146,0
7147,1
7148,1
7149,1
7150,1
7151,1
7152,1
7153,0
7154,1
7155,1
7156,0
7157,0
7158,0
7159,0
7160,0
7161,0
7162,1
7163,0
7164,0
7165,1
7166,1
7167,0
7168,1
7169,1
7170,1
7171,0
7172,1
7173,1
7174,0
7175,1
7176,1
7177,0
7178,1
7179,1
7180,1
7181,1
7182,0
7183,1
7184,1
7185,1
7186,0
7187,0
7188,1
7189,0
7190,1
7191,1
7192,1
7193,0
7194,0
7195,0
7196,1
7197,1
7198,1
7199,0
7200,0
7201,0
7202,1
7203,0
7204,1
7205,1
7206,1
7207,1
7208,0
7209,1
7210,0
7211,1
7212,0
7213,1
7214,0
7215,1
7216,1
7217,0
7218,0
7219,1
7220,1
7221,1
7222,1
7223,1
7224,1
7225,1
7226,1
7227,1
7228,1
7229,1
7230,0
7231,0
7232,0
7233,1
7234,0
7235,0
7236,0
7237,0
7238,1
7239,1
7240,1
7241,0
7242,0
7243,1
7244,0
7245,0
7246,0
7247,1
7248,0
7249,1
7250,0
7251,0
7252,1
7253,0
7254,1
7255,0
7256,0
7257,1
7258,0
7259,0
7260,0
7261,1
7262,1
7263,1
7264,1
7265,1
7266,1
7267,1
7268,0
7269,1
7270,1
7271,0
7272,0
7273,0
7274,0
7275,0
7276,1
7277,1
7278,1
7279,1
7280,1
7281,1
7282,0
7283,0
7284,1
7285,1
7286,0
7287,0
7288,1
7289,1
7290,0
7291,0
7292,0
7293,0
7294,1
7295,0
7296,1
7297,0
7298,0
7299,1
7300,1
7301,0
7302,0
7303,1
7304,1
7305,0
7306,1
7307,1
7308,0
7309,1
7310,1
7311,0
7312,0
7313,1
7314,1
7315,1
7316,0
7317,1
7318,0
7319,1
7320,0
7321,1
7322,0
7323,1
7324,1
7325,0
7326,0
7327,1
7328,1
7329,1
7330,1
7331,0
7332,0
7333,0
7334,0
7335,1
7336,1
7337,0
7338,1
7339,0
7340,1
7341,1
7342,0
7343,1
7344,0
7345,0
7346,0
7347,0
7348,0
7349,0
7350,0
7351,0
7352,0
7353,0
7354,0
7355,1
7356,0
7357,1
7358,0
7359,0
7360,1
7361,0
7362,1
7363,1
7364,1
7365,0
7366,0
7367,1
7368,0
7369,1
7370,0
7371,1
7372,1
7373,0
7374,0
7375,1
7376,1
7377,0
7378,0
7379,0
7380,0
7381,1
7382,0
7383,1
7384,1
7385,1
7386,1
7387,0
7388,1
7389,0
7390,1
7391,1
7392,1
7393,0
7394,0
7395,1
7396,1
7397,1
7398,1
7399,1
7400,1
7401,1
7402,0
7403,1
7404,0
7405,0
7406,1
7407,0
7408,1
7409,0
7410,1
7411,1
7412,1
7413,1
7414,1
7415,0
7416,0
7417,0
7418,0
7419,1
7420,1
7421,1
7422,1
7423,0
7424,0
7425,1
7426,0
7427,0
7428,1
7429,1
7430,1
7431,0
7432,0
7433,0
7434,1
7435,1
7436,1
7437,0
7438,1
7439,0
7440,0
7441,0
7442,0
7443,0
7444,1
7445,1
7446,1
7447,0
7448,0
7449,0
7450,1
7451,1
7452,1
7453,0
7454,0
7455,0
7456,0
7457,1
7458,0
7459,0
7460,1
7461,1
7462,1
7463,1
7464,0
7465,1
7466,0
7467,1
7468,1
7469,1
7470,0
7471,0
7472,1
7473,0
7474,1
7475,1
7476,1
7477,1
7478,1
7479,1
7480,1
7481,1
7482,0
7483,1
7484,1
7485,1
7486,0
7487,1
7488,1
7489,0
7490,1
7491,0
7492,1
7493,1
7494,0
7495,0
7496,1
7497,0
7498,0
7499,1
7500,1
7501,1
7502,0
7503,0
7504,0
7505,1
7506,1
7507,0
7508,0
7509,1
7510,1
7511,0
7512,1
7513,1
7514,0
7515,0
7516,0
7517,1
7518,0
7519,0
7520,1
7521,1
7522,0
7523,1
7524,0
7525,0
7526,0
7527,1
7528,0
7529,0
7530,0
7531,1
7532,0
7533,1
7534,1
7535,0
7536,0
7537,1
7538,1
7539,0
7540,1
7541,1
7542,1
7543,0
7544,1
7545,1
7546,0
7547,1
7548,0
7549,1
7550,0
7551,0
7552,1
7553,0
7554,0
7555,1
7556,0
7557,1
7558,1
7559,0
7560,1
7561,0
7562,1
7563,1
7564,1
7565,0
7566,0
7567,1
7568,1
7569,1
7570,0
7571,0
7572,1
7573,1
7574,0
7575,1
7576,1
7577,1
7578,1
7579,1
7580,0
7581,1
7582,1
7583,0
7584,1
7585,0
7586,1
7587,1
7588,0
7589,0
7590,1
7591,0
7592,1
7593,1
7594,0
7595,0
7596,1
7597,0
7598,1
7599,1
7600,1
7601,1
7602,1
7603,1
7604,1
7605,0
7606,0
7607,1
7608,1
7609,1
7610,0
7611,1
7612,0
7613,1
7614,1
7615,0
7616,1
7617,1
7618,0
7619,0
7620,0
7621,1
7622,1
7623,1
7624,0
7625,1
7626,0
7627,0
7628,1
7629,0
7630,1
7631,0
7632,0
7633,1
7634,0
7635,1
7636,0
7637,0
7638,0
7639,1
7640,1
7641,0
7642,1
7643,0
7644,0
7645,1
7646,1
7647,0
7648,0
7649,1
7650,1
7651,1
7652,0
7653,1
7654,1
7655,1
7656,1
7657,0
7658,1
7659,0
7660,1
7661,0
7662,0
7663,0
7664,0
7665,1
7666,0
7667,1
7668,1
7669,0
7670,0
7671,1
7672,1
7673,0
7674,1
7675,1
7676,1
7677,1
7678,0
7679,1
7680,1
7681,0
7682,1
7683,1
7684,1
7685,1
7686,0
7687,1
7688,0
7689,0
7690,0
7691,1
7692,1
7693,0
7694,0
7695,1
7696,0
7697,1
7698,0
7699,0
7700,0
7701,1
7702,0
7703,1
7704,0
7705,1
7706,0
7707,0
7708,1
7709,0
7710,0
7711,0
7712,0
7713,0
7714,0
7715,1
7716,0
7717,0
7718,0
7719,1
7720,0
7721,1
7722,1
7723,1
7724,1
7725,0
7726,1
7727,0
7728,1
7729,0
7730,0
7731,1
7732,0
7733,0
7734,1
7735,1
7736,0
7737,1
7738,1
7739,1
7740,1
7741,0
7742,1
7743,0
7744,1
7745,1
7746,0
7747,0
7748,0
7749,1
7750,1
7751,0
7752,1
7753,1
7754,1
7755,1
7756,0
7757,0
7758,0
7759,0
7760,1
7761,0
7762,0
7763,1
7764,1
7765,1
7766,0
7767,0
7768,1
7769,0
7770,0
7771,0
7772,1
7773,0
7774,1
7775,1
7776,0
7777,0
7778,1
7779,1
7780,1
7781,0
7782,1
7783,0
7784,0
7785,0
7786,0
7787,0
7788,1
7789,1
7790,1
7791,0
7792,0
7793,0
7794,1
7795,1
7796,1
7797,1
7798,0
7799,1
7800,1
7801,1
7802,0
7803,0
7804,0
7805,1
7806,0
7807,1
7808,0
7809,1
7810,1
7811,0
7812,1
7813,0
7814,1
7815,1
7816,0
7817,0
7818,0
7819,1
7820,0
7821,0
7822,1
7823,1
7824,0
7825,0
7826,1
7827,1
7828,1
7829,1
7830,1
7831,0
7832,0
7833,1
7834,1
7835,1
7836,1
7837,1
7838,0
7839,0
7840,0
7841,0
7842,1
7843,0
7844,1
7845,1
7846,1
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,0
7855,1
7856,0
7857,1
7858,1
7859,1
7860,0
7861,0
7862,0
7863,0
7864,1
7865,0
7866,0
7867,1
7868,1
7869,1
7870,0
7871,0
7872,1
7873,0
7874,1
7875,1
7876,0
7877,0
7878,1
7879,1
7880,0
7881,0
7882,1
7883,1
7884,0
7885,0
7886,1
7887,1
7888,1
7889,1
7890,1
7891,1
7892,0
7893,0
7894,1
7895,1
7896,1
7897,1
7898,1
7899,0
7900,1
7901,1
7902,1
7903,1
7904,1
7905,1
7906,0
7907,1
7908,0
7909,1
7910,0
7911,0
7912,0
7913,0
7914,1
7915,0
7916,0
7917,1
7918,1
7919,0
7920,0
7921,1
7922,0
7923,0
7924,1
7925,0
7926,0
7927,0
7928,1
7929,1
7930,1
7931,1
7932,0
7933,1
7934,0
7935,1
7936,1
7937,1
7938,1
7939,1
7940,1
7941,0
7942,1
7943,0
7944,0
7945,0
7946,1
7947,1
7948,1
7949,1
7950,0
7951,1
7952,0
7953,1
7954,1
7955,1
7956,1
7957,0
7958,1
7959,1
7960,0
7961,0
7962,0
7963,1
7964,1
7965,0
7966,0
7967,0
7968,0
7969,1
7970,0
7971,0
7972,1
7973,0
7974,1
7975,1
7976,1
7977,1
7978,1
7979,0
7980,1
7981,0
7982,0
7983,0
7984,0
7985,0
7986,1
7987,0
7988,1
7989,1
7990,1
7991,0
7992,0
7993,1
7994,1
7995,1
7996,1
7997,1
7998,1
7999,0
8000,0
8001,1
8002,1
8003,0
8004,0
8005,0
8006,0
8007,0
8008,0
8009,1
8010,1
8011,0
8012,0
8013,0
8014,0
8015,0
8016,0
8017,1
8018,1
8019,0
8020,1
8021,1
8022,0
8023,1
8024,1
8025,1
8026,1
8027,0
8028,1
8029,0
8030,1
8031,1
8032,1
8033,0
8034,1
8035,1
8036,0
8037,0
8038,1
8039,0
8040,1
8041,1
8042,1
8043,1
8044,0
8045,0
8046,0
8047,1
8048,1
8049,1
8050,1
8051,1
8052,0
8053,1
8054,0
8055,0
8056,0
8057,0
8058,1
8059,0
8060,1
8061,0
8062,1
8063,1
8064,0
8065,0
8066,0
8067,1
8068,1
8069,0
8070,0
8071,1
8072,1
8073,1
8074,0
8075,0
8076,1
8077,0
8078,0
8079,1
8080,1
8081,1
8082,0
8083,1
8084,0
8085,1
8086,1
8087,1
8088,1
8089,0
8090,0
8091,1
8092,1
8093,0
8094,0
8095,1
8096,0
8097,1
8098,0
8099,0
8100,0
8101,1
8102,0
8103,1
8104,1
8105,0
8106,1
8107,0
8108,1
8109,1
8110,0
8111,1
8112,1
8113,0
8114,1
8115,1
8116,1
8117,0
8118,1
8119,0
8120,1
8121,1
8122,1
8123,1
8124,1
8125,1
8126,0
8127,0
8128,0
8129,0
8130,0
8131,1
8132,0
8133,0
8134,1
8135,1
8136,0
8137,1
8138,1
8139,1
8140,1
8141,1
8142,0
8143,0
8144,0
8145,1
8146,1
8147,0
8148,1
8149,0
8150,0
8151,0
8152,1
8153,0
8154,0
8155,1
8156,1
8157,1
8158,0
8159,1
8160,1
8161,0
8162,0
8163,1
8164,1
8165,1
8166,1
8167,0
8168,0
8169,1
8170,0
8171,0
8172,0
8173,0
8174,1
8175,0
8176,1
8177,1
8178,1
8179,1
8180,1
8181,1
8182,1
8183,1
8184,1
8185,1
8186,1
8187,1
8188,1
8189,0
8190,0
8191,1
8192,0
8193,0
8194,1
8195,0
8196,1
8197,0
8198,0
8199,0
8200,0
8201,1
8202,1
8203,0
8204,0
8205,1
8206,1
8207,0
8208,0
8209,1
8210,0
8211,1
8212,0
8213,1
8214,1
8215,1
8216,0
8217,0
8218,1
8219,1
8220,1
8221,0
8222,1
8223,0
8224,1
8225,1
8226,0
8227,0
8228,1
8229,1
8230,0
8231,1
8232,1
8233,0
8234,0
8235,0
8236,1
8237,1
8238,1
8239,0
8240,1
8241,1
8242,0
8243,0
8244,1
8245,1
8246,0
8247,0
8248,1
8249,1
8250,0
8251,1
8252,1
8253,0
8254,1
8255,1
8256,1
8257,0
8258,0
8259,0
8260,0
8261,0
8262,0
8263,0
8264,1
8265,1
8266,1
8267,1
8268,0
8269,1
8270,1
8271,0
8272,1
8273,1
8274,1
8275,0
8276,1
8277,0
8278,1
8279,1
8280,0
8281,0
8282,1
8283,0
8284,1
8285,1
8286,0
8287,1
8288,0
8289,0
8290,0
8291,1
8292,1
8293,0
8294,0
8295,1
8296,1
8297,0
8298,1
8299,1
8300,1
8301,0
8302,1
8303,1
8304,0
8305,0
8306,0
8307,0
8308,0
8309,0
8310,0
8311,0
8312,1
8313,1
8314,1
8315,0
8316,1
8317,0
8318,0
8319,1
8320,1
8321,0
8322,1
8323,0
8324,1
8325,1
8326,1
8327,1
8328,1
8329,0
8330,1
8331,1
8332,0
8333,1
8334,0
8335,1
8336,0
8337,0
8338,0
8339,1
8340,1
8341,0
8342,1
8343,1
8344,1
8345,1
8346,1
8347,0
8348,1
8349,0
8350,0
8351,0
8352,0
8353,1
8354,1
8355,1
8356,0
8357,1
8358,0
8359,0
8360,1
8361,1
8362,1
8363,0
8364,1
8365,1
8366,1
8367,1
8368,0
8369,0
8370,1
8371,0
8372,0
8373,0
8374,1
8375,1
8376,0
8377,1
8378,0
8379,0
8380,1
8381,1
8382,1
8383,0
8384,0
8385,0
8386,0
8387,1
8388,0
8389,1
8390,0
8391,1
8392,1
8393,0
8394,1
8395,0
8396,1
8397,1
8398,1
8399,0
8400,1
8401,1
8402,1
8403,1
8404,1
8405,1
8406,1
8407,1
8408,1
8409,1
8410,1
8411,1
8412,0
8413,0
8414,0
8415,0
8416,0
8417,1
8418,1
8419,1
8420,1
8421,0
8422,1
8423,1
8424,1
8425,0
8426,0
8427,0
8428,1
8429,0
8430,1
8431,1
8432,0
8433,0
8434,0
8435,1
8436,1
8437,0
8438,1
8439,1
8440,1
8441,1
8442,1
8443,1
8444,1
8445,0
8446,0
8447,0
8448,1
8449,1
8450,1
8451,1
8452,0
8453,1
8454,0
8455,0
8456,1
8457,1
8458,0
8459,0
8460,0
8461,0
8462,0
8463,0
8464,0
8465,1
8466,1
8467,1
8468,1
8469,0
8470,1
8471,0
8472,0
8473,1
8474,1
8475,1
8476,1
8477,0
8478,1
8479,1
8480,1
8481,0
8482,0
8483,0
8484,1
8485,1
8486,0
8487,1
8488,1
8489,1
8490,0
8491,0
8492,0
8493,1
8494,1
8495,0
8496,1
8497,1
8498,1
8499,0
8500,0
8501,0
8502,1
8503,0
8504,0
8505,1
8506,0
8507,1
8508,1
8509,0
8510,0
8511,1
8512,0
8513,1
8514,1
8515,1
8516,1
8517,1
8518,0
8519,1
8520,1
8521,0
8522,1
8523,0
8524,1
8525,1
8526,0
8527,1
8528,1
8529,1
8530,1
8531,0
8532,0
8533,1
8534,1
8535,0
8536,1
8537,1
8538,1
8539,1
8540,0
8541,1
8542,1
8543,0
8544,1
8545,1
8546,0
8547,0
8548,1
8549,1
8550,1
8551,1
8552,0
8553,1
8554,0
8555,1
8556,1
8557,1
8558,0
8559,1
8560,0
8561,0
8562,0
8563,1
8564,1
8565,1
8566,1
8567,1
8568,1
8569,1
8570,1
8571,0
8572,0
8573,0
8574,1
8575,0
8576,1
8577,0
8578,0
8579,1
8580,1
8581,1
8582,1
8583,1
8584,0
8585,1
8586,0
8587,1
8588,0
8589,1
8590,1
8591,1
8592,0
8593,1
8594,0
8595,1
